Year,Name,DOB,Sex,Category,Motivation,Birth Country,Affiliation,Affiliation Place
1906,Camillo Golgi,1843/07/07,Male,Medicine, in recognition of their work on the structure of the nervous system ,Italy,Pavia University,"Pavia, Italy"
1906,Santiago Ramâˆšâ‰¥n y Cajal,1852/05/01,Male,Medicine, in recognition of their work on the structure of the nervous system ,Spain,Madrid University,"Madrid, Spain"
1907,Charles Louis Alphonse Laveran,1845/06/18,Male,Medicine, in recognition of his work on the role played by protozoa in causing diseases ,France,Institut Pasteur,"Paris, France"
1908,Ilya Ilyich Mechnikov,1845/05/15,Male,Medicine, in recognition of their work on immunity ,Ukraine,Institut Pasteur,"Paris, France"
1908,Paul Ehrlich,1854/03/14,Male,Medicine, in recognition of their work on immunity ,Poland,Goettingen University,"Gâˆšâˆ‚ttingen, Germany"
1909,Emil Theodor Kocher,1841/08/25,Male,Medicine," for his work on the physiology, pathology and surgery of the thyroid gland ",Switzerland,Berne University,"Berne, Switzerland"
1910,Albrecht Kossel,1853/09/16,Male,Medicine," in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances ",Germany,University of Heidelberg,"Heidelberg, Germany"
1911,Allvar Gullstrand,1862/06/05,Male,Medicine, for his work on the dioptrics of the eye ,Sweden,Uppsala University,"Uppsala, Sweden"
1912,Alexis Carrel,1873/06/28,Male,Medicine, in recognition of his work on vascular suture and the transplantation of blood vessels and organs ,France,Rockefeller Institute for Medical Research,"New York, NY, United States of America"
1913,Charles Robert Richet,1850/08/26,Male,Medicine, in recognition of his work on anaphylaxis ,France,Sorbonne University,"Paris, France"
1914,Robert BâˆšÂ°râˆšÂ°ny,1876/04/22,Male,Medicine, for his work on the physiology and pathology of the vestibular apparatus ,Austria,Vienna University,"Vienna, Austria"
1919,Jules Bordet,1870/06/13,Male,Medicine, for his discoveries relating to immunity ,Belgium,Brussels University,"Brussels, Belgium"
1920,Schack August Steenberg Krogh,1874/11/15,Male,Medicine, for his discovery of the capillary motor regulating mechanism ,Denmark,Copenhagen University,"Copenhagen, Denmark"
1922,Archibald Vivian Hill,1886/09/26,Male,Medicine, for his discovery relating to the production of heat in the muscle ,United Kingdom,London University,"London, United Kingdom"
1922,Otto Fritz Meyerhof,1884/04/12,Male,Medicine, for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle ,Germany,Kiel University,"Kiel, Germany"
1923,Frederick Grant Banting,1891/11/14,Male,Medicine, for the discovery of insulin ,Canada,University of Toronto,"Toronto, Canada"
1923,John James Rickard Macleod,1876/09/06,Male,Medicine, for the discovery of insulin ,United Kingdom,University of Toronto,"Toronto, Canada"
1924,Willem Einthoven,1860/05/21,Male,Medicine, for his discovery of the mechanism of the electrocardiogram ,Indonesia,Leiden University,"Leiden, Netherlands"
1926,Johannes Andreas Grib Fibiger,1867/04/23,Male,Medicine, for his discovery of the Spiroptera carcinoma ,Denmark,Copenhagen University,"Copenhagen, Denmark"
1927,Julius Wagner-Jauregg,1857/03/07,Male,Medicine, for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica ,Austria,Vienna University,"Vienna, Austria"
1928,Charles Jules Henri Nicolle,1866/09/21,Male,Medicine, for his work on typhus ,France,Institut Pasteur,"Tunis, Tunisia"
1929,Christiaan Eijkman,1858/08/11,Male,Medicine, for his discovery of the antineuritic vitamin ,Netherlands,Utrecht University,"Utrecht, Netherlands"
1929,Sir Frederick Gowland Hopkins,1861/06/20,Male,Medicine, for his discovery of the growth-stimulating vitamins ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1930,Karl Landsteiner,1868/06/14,Male,Medicine, for his discovery of human blood groups ,Austria,Rockefeller Institute for Medical Research,"New York, NY, United States of America"
1931,Otto Heinrich Warburg,1883/10/08,Male,Medicine, for his discovery of the nature and mode of action of the respiratory enzyme ,Germany,Max-Planck Institut,"Berlin-Dahlem, Germany"
1932,Edgar Douglas Adrian,1889/11/30,Male,Medicine, for their discoveries regarding the functions of neurons ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1932,Sir Charles Scott Sherrington,1857/11/27,Male,Medicine, for their discoveries regarding the functions of neurons ,United Kingdom,University of Oxford,"Oxford, United Kingdom"
1933,Thomas Hunt Morgan,1866/09/25,Male,Medicine, for his discoveries concerning the role played by the chromosome in heredity ,United States of America,California Institute of Technology (Caltech),"Pasadena, CA, United States of America"
1934,George Hoyt Whipple,1878/08/28,Male,Medicine, for their discoveries concerning liver therapy in cases of anaemia ,United States of America,University of Rochester,"Rochester, NY, United States of America"
1934,George Richards Minot,1885/12/02,Male,Medicine, for their discoveries concerning liver therapy in cases of anaemia ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1934,William Parry Murphy,1892/02/06,Male,Medicine, for their discoveries concerning liver therapy in cases of anaemia ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1935,Hans Spemann,1869/06/27,Male,Medicine, for his discovery of the organizer effect in embryonic development ,Germany,University of Freiburg,"Breisgau, Germany"
1936,Otto Loewi,1873/06/03,Male,Medicine, for their discoveries relating to chemical transmission of nerve impulses ,Germany,Graz University,"Graz, Austria"
1936,Sir Henry Hallett Dale,1875/06/09,Male,Medicine, for their discoveries relating to chemical transmission of nerve impulses ,United Kingdom,National Institute for Medical Research,"London, United Kingdom"
1937,Albert von Szent-Gyâˆšâˆ‚rgyi NagyrâˆšÂ°polt,1893/09/16,Male,Medicine," for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid ",Hungary,Szeged University,"Szeged, Hungary"
1938,Corneille Jean FranâˆšÃŸois Heymans,1892/03/28,Male,Medicine, for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration ,Belgium,Ghent University,"Ghent, Belgium"
1939,Gerhard Domagk,1895/10/30,Male,Medicine, for the discovery of the antibacterial effects of prontosil ,Poland,Munster University,"Munster, Germany"
1943,Edward Adelbert Doisy,1893/11/13,Male,Medicine, for his discovery of the chemical nature of vitamin K ,United States of America,Saint Louis University,"St. Louis, MO, United States of America"
1943,Henrik Carl Peter Dam,1895/02/21,Male,Medicine, for his discovery of vitamin K ,Denmark,Polytechnic Institute,"Copenhagen, Denmark"
1944,Herbert Spencer Gasser,1888/07/05,Male,Medicine, for their discoveries relating to the highly differentiated functions of single nerve fibres ,United States of America,Rockefeller Institute for Medical Research,"New York, NY, United States of America"
1944,Joseph Erlanger,1874/01/05,Male,Medicine, for their discoveries relating to the highly differentiated functions of single nerve fibres ,United States of America,Washington University,"St. Louis, MO, United States of America"
1945,Ernst Boris Chain,6/19/1906,Male,Medicine, for the discovery of penicillin and its curative effect in various infectious diseases ,Germany,University of Oxford,"Oxford, United Kingdom"
1945,Sir Alexander Fleming,1881/08/06,Male,Medicine, for the discovery of penicillin and its curative effect in various infectious diseases ,United Kingdom,London University,"London, United Kingdom"
1945,Sir Howard Walter Florey,1898/09/24,Male,Medicine, for the discovery of penicillin and its curative effect in various infectious diseases ,Australia,University of Oxford,"Oxford, United Kingdom"
1946,Hermann Joseph Muller,1890/12/21,Male,Medicine, for the discovery of the production of mutations by means of X-ray irradiation ,United States of America,Indiana University,"Bloomington, IN, United States of America"
1947,Bernardo Alberto Houssay,1887/04/10,Male,Medicine, for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar ,Argentina,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),"Buenos Aires, Argentina"
1947,Carl Ferdinand Cori,1896/12/05,Male,Medicine, for their discovery of the course of the catalytic conversion of glycogen ,Czech Republic,Washington University,"St. Louis, MO, United States of America"
1947,"Gerty Theresa Cori, nâˆšÂ©e Radnitz",1896/08/15,Female,Medicine, for their discovery of the course of the catalytic conversion of glycogen ,Czech Republic,Washington University,"St. Louis, MO, United States of America"
